Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20180817,TX     ,201809     ,220505,10629,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220505,10628,2,-,-, 
20180817,TX     ,201809     ,220506,10628,2,-,-, 
20180817,TX     ,201809     ,220506,10628,2,-,-, 
20180817,TX     ,201809     ,220507,10628,2,-,-, 
20180817,TX     ,201809     ,220507,10628,4,-,-, 
20180817,TX     ,201809     ,220507,10628,2,-,-, 
20180817,TX     ,201809     ,220507,10628,2,-,-, 
20180817,TX     ,201809     ,220507,10628,4,-,-, 
20180817,TX     ,201809     ,220508,10627,2,-,-, 
20180817,TX     ,201809     ,220508,10627,2,-,-, 
20180817,TX     ,201809     ,220508,10627,2,-,-, 
20180817,TX     ,201809     ,220509,10627,2,-,-, 
20180817,TX     ,201809     ,220509,10627,2,-,-, 
20180817,TX     ,201809     ,220509,10627,2,-,-, 
20180817,TX     ,201809     ,220509,10627,2,-,-, 
20180817,TX     ,201809     ,220509,10628,2,-,-, 
20180817,TX     ,201809     ,220510,10627,4,-,-, 
20180817,TX     ,201809     ,220510,10627,20,-,-, 
20180817,TX     ,201809     ,220510,10627,2,-,-, 
20180817,TX     ,201809     ,220510,10627,2,-,-, 
20180817,TX     ,201809     ,220510,10627,2,-,-, 
20180817,TX     ,201809     ,220510,10627,2,-,-, 
20180817,TX     ,201809     ,220513,10627,2,-,-, 
20180817,TX     ,201809     ,220519,10628,2,-,-, 
20180817,TX     ,201809     ,220524,10628,2,-,-, 
20180817,TX     ,201809     ,220524,10628,2,-,-, 
20180817,TX     ,201809     ,220538,10628,2,-,-, 
20180817,TX     ,201809     ,220538,10628,4,-,-, 
20180817,TX     ,201809     ,220540,10628,2,-,-, 
20180817,TX     ,201809     ,220540,10627,4,-,-, 
20180817,TX     ,201809     ,220545,10627,14,-,-, 
20180817,TX     ,201809     ,220545,10627,4,-,-, 
20180817,TX     ,201809     ,220545,10627,2,-,-, 
20180817,TX     ,201809     ,220545,10627,2,-,-, 
20180817,TX     ,201809     ,220545,10627,2,-,-, 
20180817,TX     ,201809     ,220545,10627,2,-,-, 
20180817,TX     ,201809     ,220545,10627,2,-,-, 
20180817,TX     ,201809     ,220545,10627,2,-,-, 
20180817,TX     ,201809     ,220545,10627,4,-,-, 
20180817,TX     ,201809     ,220545,10627,2,-,-, 
20180817,TX     ,201809     ,220545,10626,2,-,-, 
20180817,TX     ,201809     ,220545,10626,2,-,-, 
20180817,TX     ,201809     ,220545,10626,4,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220546,10626,6,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220546,10626,2,-,-, 
20180817,TX     ,201809     ,220550,10626,4,-,-, 
20180817,TX     ,201809     ,220551,10626,2,-,-, 
20180817,TX     ,201809     ,220552,10625,2,-,-, 
20180817,TX     ,201809     ,220553,10626,2,-,-, 
20180817,TX     ,201809     ,220553,10625,2,-,-, 
20180817,TX     ,201809     ,220554,10625,6,-,-, 
20180817,TX     ,201809     ,220554,10625,2,-,-, 
20180817,TX     ,201809     ,220554,10625,12,-,-, 
20180817,TX     ,201809     ,220558,10625,2,-,-, 
20180817,TX     ,201809     ,220558,10625,8,-,-, 
20180817,TX     ,201809     ,220559,10626,4,-,-, 
20180817,TX     ,201809     ,220559,10626,4,-,-, 
20180817,TX     ,201809     ,220600,10626,4,-,-, 
20180817,TX     ,201809     ,220600,10626,2,-,-, 
20180817,TX     ,201809     ,220600,10625,4,-,-, 
20180817,TX     ,201809     ,220603,10626,2,-,-, 
20180817,TX     ,201809     ,220608,10626,8,-,-, 
20180817,TX     ,201809     ,220608,10625,10,-,-, 
20180817,TX     ,201809     ,220608,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,4,-,-, 
20180817,TX     ,201809     ,220609,10625,10,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,2,-,-, 
20180817,TX     ,201809     ,220609,10625,6,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,6,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,4,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220610,10625,2,-,-, 
20180817,TX     ,201809     ,220611,10624,2,-,-, 
20180817,TX     ,201809     ,220612,10624,2,-,-, 
20180817,TX     ,201809     ,220612,10624,2,-,-, 
20180817,TX     ,201809     ,220612,10624,2,-,-, 
20180817,TX     ,201809     ,220614,10625,2,-,-, 
20180817,TX     ,201809     ,220614,10624,2,-,-, 
20180817,TX     ,201809     ,220614,10624,2,-,-, 
20180817,TX     ,201809     ,220614,10624,2,-,-, 
20180817,TX     ,201809     ,220614,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,6,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,4,-,-, 
20180817,TX     ,201809     ,220615,10624,4,-,-, 
20180817,TX     ,201809     ,220615,10624,4,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,4,-,-, 
20180817,TX     ,201809     ,220615,10624,6,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220615,10624,2,-,-, 
20180817,TX     ,201809     ,220616,10623,4,-,-, 
20180817,TX     ,201809     ,220616,10624,2,-,-, 
20180817,TX     ,201809     ,220616,10624,2,-,-, 
20180817,TX     ,201809     ,220616,10625,2,-,-, 
20180817,TX     ,201809     ,220617,10623,2,-,-, 
20180817,TX     ,201809     ,220618,10624,2,-,-, 
20180817,TX     ,201809     ,220619,10624,2,-,-, 
20180817,TX     ,201809     ,220619,10623,2,-,-, 
20180817,TX     ,201809     ,220623,10623,2,-,-, 
20180817,TX     ,201809     ,220623,10623,4,-,-, 
20180817,TX     ,201809     ,220623,10623,2,-,-, 
20180817,TX     ,201809     ,220625,10623,4,-,-, 
20180817,TX     ,201809     ,220626,10623,2,-,-, 
20180817,TX     ,201809     ,220626,10623,2,-,-, 
20180817,TX     ,201809     ,220626,10624,4,-,-, 
20180817,TX     ,201809     ,220627,10623,2,-,-, 
20180817,TX     ,201809     ,220627,10623,6,-,-, 
20180817,TX     ,201809     ,220628,10623,10,-,-, 
20180817,TX     ,201809     ,220629,10623,2,-,-, 
20180817,TX     ,201809     ,220629,10623,2,-,-, 
20180817,TX     ,201809     ,220631,10623,2,-,-, 
20180817,TX     ,201809     ,220633,10623,4,-,-, 
20180817,TX     ,201809     ,220634,10623,2,-,-, 
20180817,TX     ,201809     ,220634,10623,2,-,-, 
20180817,TX     ,201809     ,220635,10624,4,-,-, 
20180817,TX     ,201809     ,220646,10624,2,-,-, 
20180817,TX     ,201809     ,220648,10623,2,-,-, 
20180817,TX     ,201809     ,220648,10623,2,-,-, 
20180817,TX     ,201809     ,220649,10624,2,-,-, 
20180817,TX     ,201809     ,220649,10624,2,-,-, 
20180817,TX     ,201809     ,220652,10624,2,-,-, 
20180817,TX     ,201809     ,220653,10624,4,-,-, 
20180817,TX     ,201809     ,220653,10624,2,-,-, 
20180817,TX     ,201809     ,220653,10624,8,-,-, 
20180817,TX     ,201809     ,220653,10624,6,-,-, 
20180817,TX     ,201809     ,220653,10624,2,-,-, 
20180817,TX     ,201809     ,220654,10624,2,-,-, 
20180817,TX     ,201809     ,220655,10624,2,-,-, 
20180817,TX     ,201809     ,220657,10623,2,-,-, 
20180817,TX     ,201809     ,220701,10624,4,-,-, 
20180817,TX     ,201809     ,220701,10624,2,-,-, 
20180817,TX     ,201809     ,220701,10624,2,-,-, 
20180817,TX     ,201809     ,220701,10624,8,-,-, 
20180817,TX     ,201809     ,220702,10624,4,-,-, 
20180817,TX     ,201809     ,220704,10624,2,-,-, 
20180817,TX     ,201809     ,220705,10624,2,-,-, 
20180817,TX     ,201809     ,220705,10624,2,-,-, 
20180817,TX     ,201809     ,220706,10625,2,-,-, 
20180817,TX     ,201809     ,220708,10624,2,-,-, 
20180817,TX     ,201809     ,220708,10624,2,-,-, 
20180817,TX     ,201809     ,220709,10624,2,-,-, 
20180817,TX     ,201809     ,220714,10623,2,-,-, 
20180817,TX     ,201809     ,220721,10624,2,-,-, 
20180817,TX     ,201809     ,220723,10624,2,-,-, 
20180817,TX     ,201809     ,220729,10623,2,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10624,10,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10624,4,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10624,2,-,-, 
20180817,TX     ,201809     ,220731,10625,14,-,-, 
20180817,TX     ,201809     ,220735,10625,2,-,-, 
20180817,TX     ,201809     ,220736,10625,2,-,-, 
20180817,TX     ,201809     ,220739,10624,2,-,-, 
20180817,TX     ,201809     ,220741,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,6,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,4,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220753,10624,8,-,-, 
20180817,TX     ,201809     ,220753,10624,2,-,-, 
20180817,TX     ,201809     ,220800,10624,4,-,-, 
20180817,TX     ,201809     ,220802,10624,4,-,-, 
20180817,TX     ,201809     ,220819,10624,2,-,-, 
20180817,TX     ,201809     ,220820,10625,10,-,-, 
20180817,TX     ,201809     ,220821,10625,2,-,-, 
20180817,TX     ,201809     ,220827,10625,2,-,-, 
20180817,TX     ,201809     ,220827,10625,2,-,-, 
20180817,TX     ,201809     ,220828,10625,2,-,-, 
20180817,TX     ,201809     ,220831,10625,2,-,-, 
20180817,TX     ,201809     ,220832,10625,2,-,-, 
20180817,TX     ,201809     ,220833,10625,2,-,-, 
20180817,TX     ,201809     ,220833,10625,2,-,-, 
20180817,TX     ,201809     ,220833,10625,2,-,-, 
20180817,TX     ,201809     ,220833,10625,2,-,-, 
20180817,TX     ,201809     ,220833,10625,2,-,-, 
20180817,TX     ,201809     ,220854,10625,2,-,-, 
20180817,TX     ,201809     ,220854,10625,2,-,-, 
20180817,TX     ,201809     ,220856,10625,2,-,-, 
20180817,TX     ,201809     ,220858,10626,2,-,-, 
20180817,TX     ,201809     ,220902,10626,2,-,-, 
20180817,TX     ,201809     ,220904,10626,2,-,-, 
20180817,TX     ,201809     ,220907,10627,4,-,-, 
20180817,TX     ,201809     ,220907,10627,2,-,-, 
20180817,TX     ,201809     ,220908,10628,2,-,-, 
20180817,TX     ,201809     ,220909,10628,2,-,-, 
20180817,TX     ,201809     ,220910,10628,10,-,-, 
20180817,TX     ,201809     ,220914,10627,2,-,-, 
20180817,TX     ,201809     ,220917,10627,6,-,-, 
20180817,TX     ,201809     ,220918,10626,2,-,-, 
20180817,TX     ,201809     ,220918,10626,2,-,-, 
20180817,TX     ,201809     ,220918,10626,4,-,-, 
20180817,TX     ,201809     ,220918,10626,4,-,-, 
20180817,TX     ,201809     ,220918,10626,2,-,-, 
20180817,TX     ,201809     ,220918,10626,2,-,-, 
20180817,TX     ,201809     ,220918,10626,2,-,-, 
20180817,TX     ,201809     ,220918,10626,2,-,-, 
20180817,TX     ,201809     ,220940,10626,2,-,-, 
20180817,TX     ,201809     ,220947,10626,2,-,-, 
20180817,TX     ,201809     ,220947,10626,6,-,-, 
20180817,TX     ,201809     ,220947,10626,4,-,-, 
20180817,TX     ,201809     ,221005,10625,2,-,-, 
20180817,TX     ,201809     ,221005,10625,4,-,-, 
20180817,TX     ,201809     ,221005,10625,2,-,-, 
20180817,TX     ,201809     ,221005,10625,2,-,-, 
20180817,TX     ,201809     ,221005,10625,2,-,-, 
20180817,TX     ,201809     ,221006,10625,2,-,-, 
20180817,TX     ,201809     ,221022,10625,2,-,-, 
20180817,TX     ,201809     ,221024,10625,4,-,-, 
20180817,TX     ,201809     ,221024,10626,46,-,-, 
20180817,TX     ,201809     ,221029,10626,2,-,-, 
20180817,TX     ,201809     ,221033,10625,2,-,-, 
20180817,TX     ,201809     ,221034,10626,10,-,-, 
20180817,TX     ,201809     ,221034,10626,2,-,-, 
20180817,TX     ,201809     ,221034,10626,2,-,-, 
20180817,TX     ,201809     ,221036,10626,2,-,-, 
20180817,TX     ,201809     ,221044,10626,4,-,-, 
20180817,TX     ,201809     ,221051,10627,18,-,-, 
20180817,TX     ,201809     ,221052,10627,2,-,-, 
20180817,TX     ,201809     ,221054,10627,2,-,-, 
20180817,TX     ,201809     ,221054,10628,6,-,-, 
20180817,TX     ,201809     ,221057,10628,2,-,-, 
20180817,TX     ,201809     ,221059,10627,2,-,-, 
20180817,TX     ,201809     ,221104,10627,2,-,-, 
20180817,TX     ,201809     ,221116,10627,2,-,-, 
20180817,TX     ,201809     ,221125,10626,2,-,-, 
20180817,TX     ,201809     ,221125,10626,2,-,-, 
20180817,TX     ,201809     ,221125,10626,2,-,-, 
20180817,TX     ,201809     ,221125,10626,2,-,-, 
20180817,TX     ,201809     ,221125,10626,2,-,-, 
20180817,TX     ,201809     ,221125,10626,2,-,-, 
20180817,TX     ,201809     ,221125,10626,2,-,-, 
20180817,TX     ,201809     ,221127,10626,2,-,-, 
20180817,TX     ,201809     ,221127,10626,2,-,-, 
20180817,TX     ,201809     ,221130,10627,10,-,-, 
20180817,TX     ,201809     ,221149,10626,2,-,-, 
20180817,TX     ,201809     ,221151,10626,2,-,-, 
20180817,TX     ,201809     ,221151,10626,2,-,-, 
20180817,TX     ,201809     ,221151,10626,2,-,-, 
20180817,TX     ,201809     ,221151,10626,2,-,-, 
20180817,TX     ,201809     ,221151,10626,2,-,-, 
20180817,TX     ,201809     ,221156,10627,8,-,-, 
20180817,TX     ,201809     ,221158,10627,2,-,-, 
20180817,TX     ,201809     ,221159,10627,2,-,-, 
20180817,TX     ,201809     ,221203,10628,2,-,-, 
20180817,TX     ,201809     ,221208,10628,10,-,-, 
20180817,TX     ,201809     ,221209,10627,2,-,-, 
20180817,TX     ,201809     ,221209,10627,2,-,-, 
20180817,TX     ,201809     ,221214,10627,2,-,-, 
20180817,TX     ,201809     ,221220,10628,2,-,-, 
20180817,TX     ,201809     ,221229,10627,6,-,-, 
20180817,TX     ,201809     ,221233,10627,2,-,-, 
20180817,TX     ,201809     ,221240,10626,6,-,-, 
20180817,TX     ,201809     ,221240,10627,2,-,-, 
20180817,TX     ,201809     ,221244,10626,4,-,-, 
20180817,TX     ,201809     ,221244,10626,6,-,-, 
20180817,TX     ,201809     ,221244,10626,2,-,-, 
20180817,TX     ,201809     ,221244,10626,2,-,-, 
20180817,TX     ,201809     ,221244,10626,2,-,-, 
20180817,TX     ,201809     ,221245,10625,6,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,2,-,-, 
20180817,TX     ,201809     ,221245,10625,4,-,-, 
20180817,TX     ,201809     ,221249,10626,2,-,-, 
20180817,TX     ,201809     ,221256,10625,2,-,-, 
20180817,TX     ,201809     ,221256,10625,2,-,-, 
20180817,TX     ,201809     ,221256,10625,8,-,-, 
20180817,TX     ,201809     ,221300,10625,2,-,-, 
20180817,TX     ,201809     ,221301,10624,2,-,-, 
20180817,TX     ,201809     ,221301,10624,2,-,-, 
20180817,TX     ,201809     ,221301,10624,2,-,-, 
20180817,TX     ,201809     ,221301,10624,4,-,-, 
20180817,TX     ,201809     ,221302,10624,6,-,-, 
20180817,TX     ,201809     ,221302,10624,2,-,-, 
20180817,TX     ,201809     ,221302,10624,2,-,-, 
20180817,TX     ,201809     ,221302,10624,2,-,-, 
20180817,TX     ,201809     ,221305,10624,2,-,-, 
20180817,TX     ,201809     ,221305,10624,2,-,-, 
20180817,TX     ,201809     ,221305,10624,2,-,-, 
20180817,TX     ,201809     ,221307,10625,2,-,-, 
20180817,TX     ,201809     ,221321,10625,2,-,-, 
20180817,TX     ,201809     ,221323,10625,2,-,-, 
20180817,TX     ,201809     ,221324,10625,2,-,-, 
20180817,TX     ,201809     ,221324,10625,2,-,-, 
20180817,TX     ,201809     ,221324,10624,2,-,-, 
20180817,TX     ,201809     ,221324,10624,2,-,-, 
20180817,TX     ,201809     ,221324,10625,2,-,-, 
20180817,TX     ,201809     ,221324,10624,2,-,-, 
20180817,TX     ,201809     ,221324,10624,2,-,-, 
20180817,TX     ,201809     ,221324,10624,2,-,-, 
20180817,TX     ,201809     ,221324,10624,2,-,-, 
20180817,TX     ,201809     ,221324,10624,2,-,-, 
20180817,TX     ,201809     ,221325,10624,4,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,4,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,6,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221326,10624,2,-,-, 
20180817,TX     ,201809     ,221331,10624,2,-,-, 
20180817,TX     ,201809     ,221336,10624,2,-,-, 
20180817,TX     ,201809     ,221336,10623,2,-,-, 
20180817,TX     ,201809     ,221337,10623,2,-,-, 
20180817,TX     ,201809     ,221337,10624,6,-,-, 
20180817,TX     ,201809     ,221339,10623,2,-,-, 
20180817,TX     ,201809     ,221346,10623,2,-,-, 
20180817,TX     ,201809     ,221346,10623,2,-,-, 
20180817,TX     ,201809     ,221346,10623,18,-,-, 
20180817,TX     ,201809     ,221346,10623,2,-,-, 
20180817,TX     ,201809     ,221346,10623,4,-,-, 
20180817,TX     ,201809     ,221346,10623,6,-,-, 
20180817,TX     ,201809     ,221346,10623,16,-,-, 
20180817,TX     ,201809     ,221347,10623,6,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,4,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,4,-,-, 
20180817,TX     ,201809     ,221347,10623,2,-,-, 
20180817,TX     ,201809     ,221347,10623,6,-,-, 
20180817,TX     ,201809     ,221350,10622,2,-,-, 
20180817,TX     ,201809     ,221350,10622,2,-,-, 
20180817,TX     ,201809     ,221352,10623,2,-,-, 
20180817,TX     ,201809     ,221354,10623,2,-,-, 
20180817,TX     ,201809     ,221354,10622,2,-,-, 
20180817,TX     ,201809     ,221355,10622,2,-,-, 
20180817,TX     ,201809     ,221356,10623,10,-,-, 
20180817,TX     ,201809     ,221358,10623,8,-,-, 
20180817,TX     ,201809     ,221401,10623,2,-,-, 
20180817,TX     ,201809     ,221403,10623,2,-,-, 
20180817,TX     ,201809     ,221403,10623,2,-,-, 
20180817,TX     ,201809     ,221403,10623,2,-,-, 
20180817,TX     ,201809     ,221403,10623,2,-,-, 
20180817,TX     ,201809     ,221403,10623,2,-,-, 
20180817,TX     ,201809     ,221410,10624,4,-,-, 
20180817,TX     ,201809     ,221417,10624,2,-,-, 
20180817,TX     ,201809     ,221419,10624,4,-,-, 
20180817,TX     ,201809     ,221420,10624,8,-,-, 
20180817,TX     ,201809     ,221420,10624,8,-,-, 
20180817,TX     ,201809     ,221420,10624,2,-,-, 
20180817,TX     ,201809     ,221420,10624,2,-,-, 
20180817,TX     ,201809     ,221422,10624,4,-,-, 
20180817,TX     ,201809     ,221424,10624,2,-,-, 
20180817,TX     ,201809     ,221429,10623,2,-,-, 
20180817,TX     ,201809     ,221432,10624,2,-,-, 
20180817,TX     ,201809     ,221451,10624,2,-,-, 
20180817,TX     ,201809     ,221451,10623,2,-,-, 
20180817,TX     ,201809     ,221454,10624,2,-,-, 
20180817,TX     ,201809     ,221455,10624,2,-,-, 
20180817,TX     ,201809     ,221503,10623,2,-,-, 
20180817,TX     ,201809     ,221508,10623,2,-,-, 
20180817,TX     ,201809     ,221508,10623,4,-,-, 
20180817,TX     ,201809     ,221508,10623,2,-,-, 
20180817,TX     ,201809     ,221511,10623,2,-,-, 
20180817,TX     ,201809     ,221511,10623,2,-,-, 
20180817,TX     ,201809     ,221511,10623,2,-,-, 
20180817,TX     ,201809     ,221511,10623,2,-,-, 
20180817,TX     ,201809     ,221511,10623,2,-,-, 
20180817,TX     ,201809     ,221511,10623,4,-,-, 
20180817,TX     ,201809     ,221511,10623,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,4,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,4,-,-, 
20180817,TX     ,201809     ,221514,10622,4,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,6,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221514,10622,2,-,-, 
20180817,TX     ,201809     ,221515,10622,4,-,-, 
20180817,TX     ,201809     ,221515,10623,4,-,-, 
20180817,TX     ,201809     ,221515,10622,6,-,-, 
20180817,TX     ,201809     ,221515,10622,2,-,-, 
20180817,TX     ,201809     ,221515,10622,2,-,-, 
20180817,TX     ,201809     ,221515,10622,2,-,-, 
20180817,TX     ,201809     ,221516,10622,2,-,-, 
20180817,TX     ,201809     ,221516,10622,2,-,-, 
20180817,TX     ,201809     ,221516,10622,2,-,-, 
20180817,TX     ,201809     ,221516,10622,2,-,-, 
20180817,TX     ,201809     ,221516,10622,2,-,-, 
20180817,TX     ,201809     ,221517,10622,2,-,-, 
20180817,TX     ,201809     ,221517,10622,2,-,-, 
20180817,TX     ,201809     ,221517,10622,2,-,-, 
20180817,TX     ,201809     ,221517,10622,2,-,-, 
20180817,TX     ,201809     ,221520,10621,2,-,-, 
20180817,TX     ,201809     ,221520,10621,4,-,-, 
20180817,TX     ,201809     ,221523,10621,2,-,-, 
20180817,TX     ,201809     ,221526,10622,2,-,-, 
20180817,TX     ,201809     ,221528,10622,2,-,-, 
20180817,TX     ,201809     ,221529,10622,4,-,-, 
20180817,TX     ,201809     ,221529,10622,6,-,-, 
20180817,TX     ,201809     ,221529,10623,22,-,-, 
20180817,TX     ,201809     ,221538,10623,2,-,-, 
20180817,TX     ,201809     ,221542,10624,10,-,-, 
20180817,TX     ,201809     ,221542,10624,4,-,-, 
20180817,TX     ,201809     ,221542,10624,10,-,-, 
20180817,TX     ,201809     ,221544,10625,2,-,-, 
20180817,TX     ,201809     ,221554,10624,2,-,-, 
20180817,TX     ,201809     ,221601,10623,2,-,-, 
20180817,TX     ,201809     ,221602,10623,2,-,-, 
20180817,TX     ,201809     ,221602,10623,2,-,-, 
20180817,TX     ,201809     ,221606,10622,2,-,-, 
20180817,TX     ,201809     ,221606,10622,2,-,-, 
20180817,TX     ,201809     ,221606,10622,4,-,-, 
20180817,TX     ,201809     ,221606,10622,4,-,-, 
20180817,TX     ,201809     ,221607,10622,8,-,-, 
20180817,TX     ,201809     ,221607,10622,6,-,-, 
20180817,TX     ,201809     ,221612,10622,2,-,-, 
